2.16.82.0,,2.16.83.255,,GTT Communications
217.146.179.11,,217.146.179.11,,Yahoo!
217.146.179.15,,217.146.179.29,,Yahoo!
217.146.179.31,,217.146.179.54,,Yahoo!
217.146.179.56,,217.146.179.56,,Yahoo!
217.146.179.58,,217.146.179.67,,Yahoo!
217.146.179.69,,217.146.179.88,,Yahoo!
217.146.179.90,,217.146.179.131,,Yahoo!
217.146.179.133,,217.146.179.133,,Yahoo!
217.146.179.137,,217.146.179.144,,Yahoo!
217.146.179.146,,217.146.179.155,,Yahoo!
217.146.179.157,,217.146.179.167,,Yahoo!
217.146.179.169,,217.146.179.175,,Yahoo!
217.146.179.179,,217.146.179.179,,Yahoo!
217.146.179.183,,217.146.179.183,,Yahoo!
217.146.179.187,,217.146.179.188,,Yahoo!
217.146.179.191,,217.146.179.195,,Yahoo!
217.146.179.200,,217.146.179.209,,Yahoo!
217.146.179.211,,217.146.179.230,,Yahoo!
217.146.179.241,,217.146.179.241,,Yahoo!
217.146.179.244,,217.146.179.251,,Yahoo!
217.146.180.1,,217.146.180.4,,Yahoo!
217.146.180.59,,217.146.180.61,,Yahoo!
217.146.181.6,,217.146.181.6,,Yahoo!
217.146.181.8,,217.146.181.12,,Yahoo!
217.146.181.14,,217.146.181.19,,Yahoo!
217.146.181.24,,217.146.181.25,,Yahoo!
217.146.181.28,,217.146.181.30,,Yahoo!
217.146.182.1,,217.146.182.4,,Yahoo!
217.146.182.231,,217.146.182.232,,Yahoo!
217.146.182.235,,217.146.182.235,,Yahoo!
217.146.183.7,,217.146.183.8,,Yahoo!
217.146.183.26,,217.146.183.26,,Yahoo!
217.146.183.28,,217.146.183.28,,Yahoo!
217.146.183.66,,217.146.183.66,,Yahoo!
217.146.183.76,,217.146.183.76,,Yahoo!
217.146.183.103,,217.146.183.103,,Yahoo!
217.146.183.184,,217.146.183.184,,Yahoo!
217.146.183.203,,217.146.183.203,,Yahoo!
217.146.184.0,,217.146.184.79,,Yahoo!
217.146.184.81,,217.146.184.128,,Yahoo!
217.146.184.130,,217.146.184.132,,Yahoo!
217.146.184.134,,217.146.184.190,,Yahoo!
217.146.184.192,,217.146.184.207,,Yahoo!
217.146.184.212,,217.146.184.214,,Yahoo!
217.146.185.129,,217.146.185.129,,Yahoo!
217.146.185.131,,217.146.185.131,,Yahoo!
217.146.185.133,,217.146.185.133,,Yahoo!
217.146.185.135,,217.146.185.159,,Yahoo!
217.146.185.162,,217.146.185.165,,Yahoo!
217.146.185.167,,217.146.185.167,,Yahoo!
217.146.185.169,,217.146.185.186,,Yahoo!
217.146.185.188,,217.146.185.188,,Yahoo!
217.146.185.193,,217.146.185.195,,Yahoo!
217.146.185.209,,217.146.185.211,,Yahoo!
217.146.185.242,,217.146.185.245,,Yahoo!
217.146.185.248,,217.146.186.23,,Yahoo!
217.146.186.32,,217.146.186.55,,Yahoo!
217.146.188.1,,217.146.188.1,,Yahoo!
217.146.188.5,,217.146.188.10,,Yahoo!
217.146.188.12,,217.146.188.14,,Yahoo!
217.146.188.16,,217.146.188.18,,Yahoo!
217.146.188.20,,217.146.188.22,,Yahoo!
217.146.188.24,,217.146.188.34,,Yahoo!
217.146.188.36,,217.146.188.38,,Yahoo!
217.146.188.40,,217.146.188.42,,Yahoo!
217.146.188.44,,217.146.188.46,,Yahoo!
217.146.188.48,,217.146.188.50,,Yahoo!
217.146.188.52,,217.146.188.54,,Yahoo!
217.146.188.56,,217.146.188.58,,Yahoo!
217.146.188.60,,217.146.188.62,,Yahoo!
217.146.188.65,,217.146.188.65,,Yahoo!
217.146.188.72,,217.146.188.74,,Yahoo!
217.146.188.76,,217.146.188.78,,Yahoo!
217.146.188.82,,217.146.188.86,,Yahoo!
217.146.188.88,,217.146.188.98,,Yahoo!
217.146.188.100,,217.146.188.102,,Yahoo!
217.146.188.104,,217.146.188.106,,Yahoo!
217.146.188.108,,217.146.188.110,,Yahoo!
217.146.188.112,,217.146.188.114,,Yahoo!
217.146.188.116,,217.146.188.118,,Yahoo!
217.146.188.120,,217.146.188.122,,Yahoo!
217.146.188.129,,217.146.188.129,,Yahoo!
217.146.188.136,,217.146.188.138,,Yahoo!
217.146.188.140,,217.146.188.142,,Yahoo!
217.146.188.146,,217.146.188.150,,Yahoo!
217.146.188.152,,217.146.188.162,,Yahoo!
217.146.188.164,,217.146.188.166,,Yahoo!
217.146.188.168,,217.146.188.170,,Yahoo!
217.146.188.172,,217.146.188.174,,Yahoo!
217.146.188.176,,217.146.188.178,,Yahoo!
217.146.188.180,,217.146.188.182,,Yahoo!
217.146.188.184,,217.146.188.186,,Yahoo!
217.146.188.188,,217.146.188.190,,Yahoo!
217.146.188.193,,217.146.188.193,,Yahoo!
217.146.188.197,,217.146.188.197,,Yahoo!
217.146.188.200,,217.146.188.202,,Yahoo!
217.146.188.204,,217.146.188.206,,Yahoo!
217.146.188.210,,217.146.188.214,,Yahoo!
217.146.188.216,,217.146.188.226,,Yahoo!
217.146.188.228,,217.146.188.230,,Yahoo!
217.146.188.232,,217.146.188.234,,Yahoo!
217.146.188.236,,217.146.188.238,,Yahoo!
217.146.188.240,,217.146.188.242,,Yahoo!
217.146.188.244,,217.146.188.246,,Yahoo!
217.146.188.248,,217.146.188.250,,Yahoo!
217.146.189.1,,217.146.189.1,,Yahoo!
217.146.189.5,,217.146.189.14,,Yahoo!
217.146.189.16,,217.146.189.18,,Yahoo!
217.146.189.20,,217.146.189.22,,Yahoo!
217.146.189.24,,217.146.189.34,,Yahoo!
217.146.189.36,,217.146.189.38,,Yahoo!
217.146.189.40,,217.146.189.42,,Yahoo!
217.146.189.44,,217.146.189.46,,Yahoo!
217.146.189.48,,217.146.189.50,,Yahoo!
217.146.189.52,,217.146.189.54,,Yahoo!
217.146.189.56,,217.146.189.58,,Yahoo!
217.146.189.60,,217.146.189.62,,Yahoo!
217.146.189.65,,217.146.189.65,,Yahoo!
217.146.189.69,,217.146.189.69,,Yahoo!
217.146.189.72,,217.146.189.74,,Yahoo!
217.146.189.76,,217.146.189.78,,Yahoo!
217.146.189.80,,217.146.189.86,,Yahoo!
217.146.189.88,,217.146.189.98,,Yahoo!
217.146.189.100,,217.146.189.102,,Yahoo!
217.146.189.104,,217.146.189.106,,Yahoo!
217.146.189.108,,217.146.189.110,,Yahoo!
217.146.189.112,,217.146.189.114,,Yahoo!
217.146.189.116,,217.146.189.118,,Yahoo!
217.146.189.120,,217.146.189.122,,Yahoo!
217.146.189.124,,217.146.189.126,,Yahoo!
217.146.189.129,,217.146.189.129,,Yahoo!
217.146.189.160,,217.146.189.189,,Yahoo!
217.146.189.193,,217.146.189.193,,Yahoo!
217.146.189.224,,217.146.189.253,,Yahoo!
217.146.190.1,,217.146.190.13,,Yahoo!
217.146.190.15,,217.146.190.22,,Yahoo!
217.146.190.224,,217.146.190.240,,Yahoo!
217.146.190.242,,217.146.190.254,,Yahoo!
217.146.191.1,,217.146.191.1,,Yahoo!
217.146.191.5,,217.146.191.5,,Yahoo!
217.146.191.32,,217.146.191.61,,Yahoo!
217.146.191.65,,217.146.191.65,,Yahoo!
217.146.191.69,,217.146.191.69,,Yahoo!
217.146.191.96,,217.146.191.117,,Yahoo!
217.146.191.119,,217.146.191.124,,Yahoo!
217.146.191.129,,217.146.191.129,,Yahoo!
217.146.191.136,,217.146.191.136,,Yahoo!
217.146.191.140,,217.146.191.140,,Yahoo!
217.146.191.142,,217.146.191.142,,Yahoo!
217.146.191.193,,217.146.191.193,,Yahoo!
217.146.191.200,,217.146.191.206,,Yahoo!
217.147.243.136,,217.147.243.143,,MTV Networks Europe
217.148.240.0,,217.148.255.255,,Digiweb 
217.159.7.0,,217.159.7.255,,Signalhorn Trusted Networks
217.159.9.0,,217.159.9.255,,Signalhorn Trusted Networks
217.159.26.0,,217.159.26.255,,Signalhorn Trusted Networks
217.159.30.0,,217.159.30.255,,Signalhorn Trusted Networks
217.159.33.0,,217.159.33.255,,Signalhorn Trusted Networks
217.159.39.0,,217.159.39.255,,Signalhorn Trusted Networks
217.159.40.128,,217.159.40.255,,Signalhorn Trusted Networks
217.159.47.0,,217.159.47.255,,Signalhorn Trusted Networks
217.159.57.232,,217.159.58.15,,Signalhorn Trusted Networks
217.159.86.0,,217.159.86.255,,Signalhorn Trusted Networks
217.159.119.0,,217.159.119.255,,Signalhorn Trusted Networks
217.159.124.128,,217.159.125.255,,Signalhorn Trusted Networks
217.163.88.0,,217.163.88.255,,Level 3 
217.173.96.0,,217.173.98.119,,COLT Technology 
217.173.98.128,,217.173.98.199,,COLT Technology 
217.173.98.208,,217.173.98.223,,COLT Technology 
217.173.99.0,,217.173.99.227,,COLT Technology 
217.173.99.232,,217.173.101.63,,COLT Technology 
217.173.101.72,,217.173.101.79,,COLT Technology 
217.173.101.96,,217.173.101.111,,COLT Technology 
217.173.101.128,,217.173.101.143,,COLT Technology 
217.173.101.160,,217.173.101.223,,COLT Technology 
217.173.101.240,,217.173.102.23,,COLT Technology 
217.173.102.28,,217.173.102.39,,COLT Technology 
217.173.102.48,,217.173.102.95,,COLT Technology 
217.173.102.120,,217.173.102.127,,COLT Technology 
217.173.102.136,,217.173.102.167,,COLT Technology 
217.173.102.176,,217.173.102.223,,COLT Technology 
217.173.102.240,,217.173.104.127,,COLT Technology 
217.173.105.1,,217.173.105.3,,COLT Technology 
217.173.105.17,,217.173.105.18,,COLT Technology 
217.173.105.32,,217.173.106.31,,COLT Technology 
217.173.106.48,,217.173.106.55,,COLT Technology 
217.173.106.64,,217.173.106.239,,COLT Technology 
217.173.106.248,,217.173.106.255,,COLT Technology 
217.173.107.64,,217.173.107.71,,COLT Technology 
217.173.107.112,,217.173.107.127,,COLT Technology 
217.173.107.136,,217.173.107.143,,COLT Technology 
217.173.107.176,,217.173.107.183,,COLT Technology 
217.173.107.192,,217.173.107.199,,COLT Technology 
217.173.107.208,,217.173.107.215,,COLT Technology 
217.173.108.16,,217.173.109.87,,COLT Technology 
217.173.109.96,,217.173.109.151,,COLT Technology 
217.173.109.160,,217.173.109.183,,COLT Technology 
217.173.109.192,,217.173.110.255,,COLT Technology 
217.173.208.0,,217.173.221.95,,Vu2Vu 
217.173.221.124,,217.173.221.151,,Vu2Vu 
217.173.221.168,,217.173.222.67,,Vu2Vu 
217.173.222.72,,217.173.222.95,,Vu2Vu 
217.173.222.104,,217.173.222.135,,Vu2Vu 
217.173.222.184,,217.173.222.187,,Vu2Vu 
217.173.222.196,,217.173.222.199,,Vu2Vu 
217.173.222.240,,217.173.223.255,,Vu2Vu 
217.183.0.0,,217.183.255.255,,Eircom
